fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,copy_paste
0.64911,0.00749,0.0079,0.87459,0.00057,4.63294,0.76544,6.51535,0.51508,2.04819,0.01747,0.80397,0.50143,0.0,0.05368,0.41515,0.0,0.0,0.0,0.38056,0.0,0.86438,0.0,0.0
0.64779,0.00605,0.0104,0.83116,0.00039,4.65899,0.95,6.1088,0.39828,2.6784,0.01739,0.70448,0.38353,0.0,0.05906,0.4435,0.0,0.0,0.0,0.4363,0.0,1.0,0.0,0.0
0.64966,0.00392,0.00987,0.90859,0.00056,5.0,0.95,6.1088,0.49867,2.04371,0.01747,0.62942,0.40524,0.0,0.06811,0.42413,0.0,0.0,0.0,0.43782,0.0,0.44138,0.0,0.0
0.64874,0.00351,0.01182,0.85335,0.00056,4.88074,0.95,5.78681,0.48715,2.22942,0.01978,0.71781,0.43668,0.0,0.06345,0.46142,0.0,0.0,0.0,0.44837,0.0,0.62084,0.0,0.0
0.65164,0.00392,0.01086,0.91232,0.00063,4.7609,0.95,5.54886,0.49865,2.51796,0.01702,0.71472,0.4925,0.0,0.06806,0.40509,0.0,0.0,0.0,0.43345,0.0,0.57796,0.0,0.0
0.6467,0.00699,0.00914,0.89172,0.00056,4.31748,0.95,5.78676,0.45133,2.09691,0.01823,0.72682,0.52017,0.0,0.05112,0.43705,0.0,0.0,0.0,0.37554,0.0,0.912,0.0,0.0
0.64705,0.00392,0.01104,0.95016,0.00061,4.29601,0.75228,6.1088,0.51483,2.51796,0.01589,0.71472,0.47328,0.0,0.0627,0.42413,0.0,0.0,0.0,0.45357,0.0,0.57557,0.0,0.0
0.65114,0.00537,0.00837,0.85399,0.00042,4.65899,0.95,6.80102,0.48734,2.47035,0.01809,0.81887,0.43476,0.0,0.05539,0.38964,0.0,0.0,0.0,0.41261,0.0,1.0,0.0,0.0
0.65189,0.0023,0.01213,0.98,0.00055,3.71604,0.95,4.75146,0.63393,2.4608,0.01928,0.63582,0.31443,0.0,0.06164,0.42413,0.0,0.0,0.0,0.45357,0.0,0.6511,0.0,0.0
0.64753,0.00742,0.00914,0.89329,0.00056,4.93225,0.82581,4.98282,0.45055,2.71412,0.01464,0.79964,0.51687,0.0,0.05499,0.4731,0.0,0.0,0.0,0.37554,0.0,0.95625,0.0,0.0
0.64898,0.00397,0.01056,0.90859,0.00057,5.0,0.95,6.1088,0.51773,2.5376,0.01771,0.70472,0.47376,0.0,0.05807,0.4323,0.0,0.0,0.0,0.45357,0.0,0.57557,0.0,0.0
0.65218,0.00386,0.00999,0.82532,0.00059,4.31731,0.95,6.5163,0.55809,1.66696,0.01747,0.9,0.47019,0.0,0.06808,0.47219,0.0,0.0,0.0,0.13607,0.0,0.57557,0.0,0.0
0.64388,0.00642,0.00935,0.89629,0.00056,3.47086,0.79231,6.1088,0.53414,2.09691,0.01749,0.80995,0.51935,0.0,0.06609,0.29336,0.0,0.0,0.0,0.38254,0.0,0.95625,0.0,0.0
0.65392,0.00335,0.01038,0.82532,0.00059,4.31731,0.91583,5.63162,0.55485,1.92444,0.01934,0.89135,0.47019,0.0,0.06808,0.49486,0.0,0.0,0.0,0.11644,0.0,0.58833,0.0,0.0
0.65233,0.00328,0.01038,0.8243,0.00058,4.35696,0.91583,5.64038,0.55485,1.92444,0.01938,0.89135,0.47086,0.0,0.06794,0.48895,0.0,0.0,0.0,0.11581,0.0,0.58833,0.0,0.0
0.654,0.00361,0.01095,0.797,0.00059,4.31731,0.872,4.85614,0.58393,2.244,0.01439,0.81453,0.47019,0.0,0.07674,0.45179,0.0,0.0,0.0,0.11644,0.0,0.58833,0.0,0.0
0.65608,0.00335,0.01006,0.82532,0.00058,4.21035,0.89228,5.78489,0.5652,1.9213,0.02076,0.83658,0.47577,0.0,0.07024,0.49486,0.0,0.0,0.0,0.12226,0.0,0.58833,0.0,0.0
0.6514,0.00328,0.01005,0.79875,0.00066,4.35696,0.92496,4.93087,0.55485,1.88521,0.02147,0.83137,0.47086,0.0,0.06103,0.50402,0.0,0.0,0.0,0.11543,0.0,0.58833,0.0,0.0
0.6519,0.00335,0.01168,0.77529,0.00052,4.21035,0.89228,7.81726,0.71039,1.76815,0.0205,0.83658,0.65023,0.0,0.06349,0.44699,0.0,0.0,0.0,0.12226,0.0,0.67547,0.0,0.0
0.65447,0.00321,0.01006,0.82048,0.00058,4.33586,0.91773,5.99324,0.5057,1.9213,0.0204,0.81544,0.46747,0.0,0.07878,0.47825,0.0,0.0,0.0,0.12132,0.0,0.57575,0.0,0.0
0.65423,0.00335,0.01061,0.82532,0.00065,4.3688,0.81455,5.78489,0.51714,2.3974,0.02202,0.83658,0.37424,0.0,0.06426,0.49486,0.0,0.0,0.0,0.11684,0.0,0.53907,0.0,0.0
0.65485,0.00238,0.00831,0.73085,0.00058,4.31753,0.95,7.53042,0.5057,2.18839,0.02427,0.8782,0.52397,0.0,0.06153,0.47825,0.0,0.0,0.0,0.12132,0.0,0.53024,0.0,0.0
0.65282,0.00335,0.01006,0.82123,0.00058,4.15237,0.89228,5.8247,0.56401,1.83497,0.02084,0.81746,0.50048,0.0,0.07024,0.49534,0.0,0.0,0.0,0.12226,0.0,0.64257,0.0,0.0
0.65345,0.00296,0.00816,0.84943,0.00053,4.21035,0.87981,5.59307,0.5652,2.14321,0.02076,0.9,0.35084,0.0,0.0603,0.51497,0.0,0.0,0.0,0.10561,0.0,0.58833,0.0,0.0
0.65185,0.00321,0.01014,0.81713,0.00058,3.58372,0.89239,5.45816,0.50092,1.8185,0.02076,0.88834,0.46231,0.0,0.06852,0.4731,0.0,0.0,0.0,0.12793,0.0,0.58833,0.0,0.0
0.65298,0.00321,0.00925,0.79369,0.00058,4.41832,0.91141,4.77979,0.58797,1.87633,0.02154,0.9,0.4209,0.0,0.0908,0.51767,0.0,0.0,0.0,0.12132,0.0,0.51279,0.0,0.0
0.65146,0.00331,0.01001,0.82532,0.00056,4.1238,0.89228,5.92926,0.5631,1.94187,0.0199,0.7962,0.47577,0.0,0.07121,0.50049,0.0,0.0,0.0,0.12208,0.0,0.60129,0.0,0.0
0.65381,0.00362,0.01028,0.79103,0.0007,4.21035,0.95,5.32901,0.41757,1.81274,0.02076,0.9,0.40374,0.0,0.08579,0.49486,0.0,0.0,0.0,0.11777,0.0,0.72256,0.0,0.0
0.65334,0.00335,0.01149,0.86286,0.00041,3.67461,0.76688,7.49201,0.58981,2.29931,0.02957,0.77578,0.37424,0.0,0.05002,0.60455,0.0,0.0,0.0,0.11684,0.0,0.35179,0.0,0.0
0.65121,0.00335,0.01007,0.78536,0.00058,4.69605,0.89228,5.78489,0.59012,1.60834,0.02076,0.82627,0.49519,0.0,0.07024,0.42039,0.0,0.0,0.0,0.14192,0.0,0.49598,0.0,0.0
0.65405,0.00322,0.00986,0.79974,0.00062,5.0,0.83945,6.24064,0.36807,1.36163,0.02157,0.83658,0.60782,0.0,0.06256,0.62053,0.0,0.0,0.0,0.11998,0.0,0.57039,0.0,0.0
0.65427,0.00224,0.00842,0.73085,0.00058,4.17619,0.93383,7.7357,0.47773,2.09952,0.0235,0.9,0.50003,0.0,0.06153,0.47623,0.0,0.0,0.0,0.12357,0.0,0.51465,0.0,0.0
0.65409,0.00209,0.00887,0.70886,0.00058,4.31753,0.95,7.39219,0.5277,2.15706,0.02427,0.5484,0.47161,0.0,0.05052,0.47825,0.0,0.0,0.0,0.12293,0.0,0.53024,0.0,0.0
0.65235,0.00337,0.00983,0.8226,0.00057,4.18551,0.879,5.78489,0.57294,1.87382,0.02052,0.83658,0.47577,0.0,0.0699,0.49103,0.0,0.0,0.0,0.12145,0.0,0.60558,0.0,0.0
0.65287,0.00235,0.00788,0.73583,0.00049,4.31418,0.91931,6.88568,0.50253,2.16353,0.02427,0.9,0.52334,0.0,0.05819,0.50126,0.0,0.0,0.0,0.12441,0.0,0.45705,0.0,0.0
0.65555,0.00328,0.01007,0.82506,0.00058,4.45719,0.84261,5.97417,0.60244,2.09504,0.02129,0.79978,0.48362,0.0,0.07365,0.49503,0.0,0.0,0.0,0.12599,0.0,0.60572,0.0,0.0
0.65384,0.00237,0.0066,0.71662,0.00056,4.59429,0.95,7.53042,0.46543,2.01796,0.02373,0.82758,0.58453,0.0,0.06829,0.47825,0.0,0.0,0.0,0.12132,0.0,0.47189,0.0,0.0
0.65109,0.00372,0.01192,0.83315,0.00055,4.21035,0.78503,5.97237,0.64286,1.9213,0.02515,0.71828,0.54418,0.0,0.08601,0.47351,0.0,0.0,0.0,0.09999,0.0,0.65029,0.0,0.0
0.653,0.00344,0.00993,0.81812,0.00049,4.27297,0.67865,5.97417,0.60244,2.17426,0.01862,0.69876,0.3836,0.0,0.06608,0.38122,0.0,0.0,0.0,0.12246,0.0,0.48806,0.0,0.0
0.64959,0.00378,0.01132,0.82853,0.00068,3.85481,0.95,5.78489,0.62733,1.9213,0.02076,0.9,0.55537,0.0,0.07554,0.49486,0.0,0.0,0.0,0.12226,0.0,0.58833,0.0,0.0
0.65112,0.00334,0.01021,0.81843,0.0006,4.23411,0.89228,5.78489,0.56302,1.9213,0.02076,0.87645,0.47577,0.0,0.07046,0.4802,0.0,0.0,0.0,0.12262,0.0,0.57674,0.0,0.0
0.65119,0.00339,0.00907,0.86184,0.0006,4.14967,0.77398,6.63902,0.55665,1.90668,0.02058,0.8049,0.5046,0.0,0.07635,0.48543,0.0,0.0,0.0,0.12599,0.0,0.63208,0.0,0.0
0.65404,0.00374,0.01007,0.82506,0.00058,4.25468,0.88568,5.099,0.52755,1.49662,0.02368,0.78537,0.48362,0.0,0.05629,0.4937,0.0,0.0,0.0,0.12599,0.0,0.54044,0.0,0.0
0.65477,0.00344,0.00903,0.80491,0.00045,4.45719,0.77551,6.52834,0.58381,1.95814,0.02188,0.80757,0.55206,0.0,0.0647,0.4799,0.0,0.0,0.0,0.12443,0.0,0.56513,0.0,0.0
0.65164,0.00335,0.00897,0.81374,0.00057,3.45631,0.64487,5.28181,0.61529,2.25041,0.02779,0.83658,0.46615,0.0,0.07024,0.60881,0.0,0.0,0.0,0.13726,0.0,0.6048,0.0,0.0
0.65617,0.00185,0.00831,0.73085,0.00058,4.16927,0.95,6.77555,0.55809,2.18839,0.02593,0.8782,0.52397,0.0,0.06504,0.47825,0.0,0.0,0.0,0.11411,0.0,0.59625,0.0,0.0
0.65261,0.00309,0.0097,0.83263,0.00063,4.21035,0.80625,5.78489,0.5652,2.23554,0.02626,0.69919,0.47997,0.0,0.06126,0.57417,0.0,0.0,0.0,0.12226,0.0,0.54597,0.0,0.0
0.65216,0.00343,0.00913,0.82506,0.0006,4.30412,0.75295,6.27812,0.60244,2.09504,0.02129,0.89858,0.46835,0.0,0.08559,0.48456,0.0,0.0,0.0,0.12371,0.0,0.64685,0.0,0.0
0.65502,0.00266,0.01162,0.82532,0.00054,4.21063,0.95,4.89629,0.59568,2.20913,0.01682,0.83658,0.51032,0.0,0.05328,0.50574,0.0,0.0,0.0,0.15797,0.0,0.58833,0.0,0.0
0.65427,0.00357,0.00982,0.83959,0.00055,3.51505,0.89759,6.08532,0.67947,1.72058,0.02076,0.9,0.48393,0.0,0.06092,0.49688,0.0,0.0,0.0,0.13055,0.0,0.45483,0.0,0.0
0.6535,0.00313,0.00976,0.82532,0.00052,3.96891,0.95,5.78489,0.72314,1.78085,0.01563,0.83658,0.47577,0.0,0.06021,0.43294,0.0,0.0,0.0,0.1137,0.0,0.52836,0.0,0.0
0.65555,0.00185,0.00776,0.71154,0.0006,5.0,0.83874,5.95987,0.51678,2.45519,0.02593,0.9,0.47009,0.0,0.06504,0.50544,0.0,0.0,0.0,0.11008,0.0,0.59831,0.0,0.0
0.65521,0.00277,0.00957,0.77591,0.00057,3.91531,0.80821,5.97417,0.60244,2.09504,0.01679,0.78911,0.48362,0.0,0.06414,0.49098,0.0,0.0,0.0,0.10496,0.0,0.63611,0.0,0.0
0.65529,0.00145,0.00838,0.7,0.00056,4.22065,0.95,6.81676,0.59457,2.18839,0.02972,0.9,0.45938,0.0,0.06504,0.44867,0.0,0.0,0.0,0.11411,0.0,0.43904,0.0,0.0
